,id,county,median_income,temp,total_population,elev_in_ft,employed_population_over16,18_24_college_grad_enroll,median_gross_rent_dollars,employed,unemployed,percent_insured,mean_hours_worked,median_age_workers_16_to_64,mean_travel_time_to_work_min,perc_pop_25plus_bach_or_higher,perc_k_12_enrollment,label
2388,0500000US47069,"Hardeman County, Tennessee",31801,71.8,25462,449.242915,8055,533,650,7333,887,90.0,38.1,41.0,30.1,11.2,77.6,42
2389,0500000US47071,"Hardin County, Tennessee",35290,72.6,26831,466.4942529,9750,387,592,8710,605,88.6,39.8,42.3,24.2,15.0,80.7,149
2390,0500000US47073,"Hawkins County, Tennessee",36927,68.7,56721,1317.861524,22268,1044,638,20369,1379,91.1,38.6,42.0,26.0,13.7,78.9,8
2391,0500000US47075,"Haywood County, Tennessee",34182,72.2,17864,347.1418764,7328,304,651,6693,432,89.0,39.5,42.3,23.5,11.0,80.9,42
2392,0500000US47077,"Henderson County, Tennessee",38745,71.4,27842,497.2272727,11272,494,648,10355,807,91.3,39.4,41.7,26.8,14.4,82.6,130
2393,0500000US47079,"Henry County, Tennessee",38234,70.9,32199,463.3619247,12623,477,643,11406,558,91.1,38.5,42.7,21.3,16.5,78.0,130
2394,0500000US47081,"Hickman County, Tennessee",36334,69.9,24925,601.8081937000002,10001,447,708,9164,394,91.5,39.9,42.3,37.1,10.9,81.6,130
2395,0500000US47083,"Houston County, Tennessee",39401,70.4,8283,487.2776204,3095,215,642,2781,181,90.5,39.1,42.7,33.5,13.0,80.5,130
2396,0500000US47085,"Humphreys County, Tennessee",41949,70.4,18990,482.0890269,7396,270,670,6791,580,92.3,39.2,40.5,33.6,14.3,79.9,192
2397,0500000US47087,"Jackson County, Tennessee",31534,69.3,11617,672.1794355000002,4315,250,548,4011,332,88.8,37.7,41.7,30.7,11.0,76.6,181
2398,0500000US47089,"Jefferson County, Tennessee",42417,69.6,54683,1098.115806,23719,2346,681,21128,1161,89.8,39.8,40.8,26.2,16.8,68.3,103
2399,0500000US47091,"Johnson County, Tennessee",30763,63.6,17948,2649.962482,5707,271,545,5222,249,88.7,38.4,42.6,24.2,11.6,78.7,84
2400,0500000US47093,"Knox County, Tennessee",48701,69.9,478971,968.7502703,232086,28711,892,213799,9059,92.2,38.5,38.5,22.4,37.6,59.6,183
2401,0500000US47095,"Lake County, Tennessee",30086,72.2,7005,282.3744493000001,1812,75,519,1564,164,88.7,41.4,42.7,18.1,9.4,79.3,42
2402,0500000US47097,"Lauderdale County, Tennessee",30281,72.8,25143,316.5251256,9172,310,650,8403,723,90.2,40.0,40.0,25.3,8.3,78.7,42
2403,0500000US47099,"Lawrence County, Tennessee",37814,70.2,44159,834.6036866000002,16807,944,661,15470,1316,87.2,39.7,40.7,26.8,14.3,74.3,130
2404,0500000US47101,"Lewis County, Tennessee",36621,70.3,12582,761.366171,4920,228,580,4447,90,89.7,39.4,40.7,26.0,10.4,78.6,130
2405,0500000US47103,"Lincoln County, Tennessee",40389,70.1,35319,798.5150376,15088,673,685,13683,520,91.6,39.5,42.1,28.8,18.4,81.1,103
2406,0500000US47105,"Loudon County, Tennessee",51107,70.2,54886,865.9344262,21396,1071,802,19193,929,89.7,39.1,42.2,22.7,26.4,76.9,0
2407,0500000US47107,"McMinn County, Tennessee",38535,70.1,53276,885.0452055,21334,1232,694,19408,1226,89.4,39.1,41.0,22.3,16.2,77.3,130
2408,0500000US47109,"McNairy County, Tennessee",32557,72.0,25866,482.9749478,9425,340,624,8741,980,89.2,40.1,41.6,26.9,12.6,81.1,42
2409,0500000US47111,"Macon County, Tennessee",33509,68.3,25216,831.2162791000002,10601,495,673,9589,293,89.0,40.2,40.1,32.5,10.3,75.9,181
2410,0500000US47113,"Madison County, Tennessee",42544,71.6,98823,428.4433781,43691,4688,877,39674,1947,90.8,38.8,40.9,19.0,25.6,65.3,192
2411,0500000US47115,"Marion County, Tennessee",41348,68.8,28837,986.4672037,12424,490,696,11194,470,91.9,39.4,41.6,29.4,12.8,73.8,103
2412,0500000US47117,"Marshall County, Tennessee",42661,70.1,34318,802.836425,14927,616,763,13718,792,92.5,40.8,41.1,30.2,14.7,80.8,103
2413,0500000US47119,"Maury County, Tennessee",47692,69.9,100974,704.3790713999998,44397,2102,895,40983,1656,91.3,39.7,40.4,29.8,23.0,74.2,169
2414,0500000US47121,"Meigs County, Tennessee",34424,70.1,12758,767.7396061000002,4517,115,726,4162,389,89.6,39.8,41.9,30.9,9.8,84.6,147
2415,0500000US47123,"Monroe County, Tennessee",35291,68.8,46250,1362.064846,17730,912,668,16350,1236,90.8,40.1,41.0,29.0,13.4,78.5,8
2416,0500000US47125,"Montgomery County, Tennessee",50344,70.8,220069,511.7485207,82421,7143,971,77493,5234,92.0,41.2,34.7,25.9,28.5,64.2,71
2417,0500000US47127,"Moore County, Tennessee",49427,69.7,6461,912.7627119,2777,217,672,2590,129,90.5,39.9,43.5,27.1,22.7,74.7,166
2418,0500000US47129,"Morgan County, Tennessee",39049,66.9,21035,1421.05741,7370,286,683,6919,445,89.8,38.5,41.9,28.6,9.4,82.2,8
2419,0500000US47131,"Obion County, Tennessee",40281,71.1,30787,347.0567227,12851,697,621,11468,681,90.7,39.2,41.9,20.6,15.3,78.6,130
2420,0500000US47133,"Overton County, Tennessee",35287,68.0,22511,1174.539179,9336,515,545,8575,323,91.4,38.6,41.5,27.6,12.8,76.5,72
2421,0500000US47135,"Perry County, Tennessee",31425,71.3,8366,490.9166667,2765,260,613,2510,250,83.9,40.8,42.5,25.5,11.5,74.8,42
2422,0500000US47137,"Pickett County, Tennessee",36773,67.8,5001,995.6735537,1901,41,538,1694,80,96.0,38.7,42.9,26.6,9.4,89.2,72
2423,0500000US47139,"Polk County, Tennessee",38925,69.0,17544,1317.339513,7188,197,688,6730,525,88.8,40.2,43.3,29.4,11.9,80.8,8
2424,0500000US47141,"Putnam County, Tennessee",35343,68.3,79854,1113.803207,34503,7085,715,32374,1619,91.7,38.5,38.0,22.7,26.4,52.8,72
2425,0500000US47143,"Rhea County, Tennessee",36146,69.2,32870,964.0160514,13076,1205,647,11728,1002,90.4,38.1,38.3,23.2,16.9,71.4,72
2426,0500000US47145,"Roane County, Tennessee",40854,69.6,53404,843.5180851,22195,870,672,19568,1330,92.2,38.6,43.0,27.8,19.8,73.6,103
2427,0500000US47147,"Robertson County, Tennessee",53151,70.0,72803,680.7675607000001,33928,1377,894,31418,1566,91.4,40.2,40.8,30.7,19.6,78.7,0
2428,0500000US47149,"Rutherford County, Tennessee",56219,69.9,341486,662.1368715,168044,16935,1063,157707,6693,91.4,39.2,37.6,29.1,32.2,65.1,146
2429,0500000US47151,"Scott County, Tennessee",30246,66.1,21850,1405.533854,8163,442,556,7529,604,89.6,39.8,38.4,27.9,9.2,78.1,59
2430,0500000US47153,"Sequatchie County, Tennessee",45408,68.0,15826,1420.685714,6117,319,695,5401,266,88.4,39.8,40.1,34.2,15.1,79.2,92
2431,0500000US47155,"Sevier County, Tennessee",42258,67.2,98380,1811.795402,46934,1870,791,41589,1961,84.7,38.6,40.7,25.8,17.4,78.4,115
2432,0500000US47157,"Shelby County, Tennessee",46224,73.6,929744,288.730757,435649,31669,942,401905,30209,88.5,38.7,39.2,22.8,31.6,68.9,123
2433,0500000US47159,"Smith County, Tennessee",43914,69.6,19904,583.3269231,9136,369,621,8248,285,92.4,39.3,41.7,31.3,14.4,81.7,39
2434,0500000US47161,"Stewart County, Tennessee",42023,70.7,13657,436.32279910000005,5341,251,644,4981,348,92.1,40.6,42.1,35.5,15.6,77.8,192
2435,0500000US47163,"Sullivan County, Tennessee",40346,68.8,158163,1608.579752,66728,4092,668,60643,3851,91.6,38.7,41.9,21.4,23.6,72.8,8
2436,0500000US47165,"Sumner County, Tennessee",57382,69.3,196281,657.1363057,92522,4374,1026,84374,2403,91.5,39.6,41.5,29.3,28.1,74.1,80
2437,0500000US47167,"Tipton County, Tennessee",53669,73.1,60970,330.0040568,27600,1530,825,26000,1540,90.9,40.1,41.3,33.4,17.3,76.3,113
2438,0500000US47169,"Trousdale County, Tennessee",41029,69.3,11615,541.2181818,4605,411,787,4208,303,86.8,38.9,35.5,35.7,13.8,68.7,103
2439,0500000US47171,"Unicoi County, Tennessee",33210,64.8,17928,2398.162222,7447,371,630,6848,417,89.9,39.8,41.5,21.4,14.8,71.9,84
2440,0500000US47173,"Union County, Tennessee",37351,67.9,19802,1165.883459,7346,291,685,6789,583,89.0,39.2,41.8,33.7,9.9,83.3,72
2441,0500000US47175,"Van Buren County, Tennessee",40439,67.5,6168,1367.096774,2134,78,511,1854,184,85.2,39.4,42.9,30.7,7.8,72.0,8
2442,0500000US47177,"Warren County, Tennessee",35376,68.4,40953,1022.915033,17231,860,640,15633,824,87.2,39.9,40.3,24.3,14.5,79.7,72
2443,0500000US47179,"Washington County, Tennessee",42817,68.8,133001,1656.261578,60301,8155,757,55149,2501,91.1,37.8,38.6,20.7,31.8,58.2,92
2444,0500000US47181,"Wayne County, Tennessee",30701,71.6,16232,676.8510637999998,5756,225,560,5299,371,88.0,39.3,41.3,31.7,9.7,79.8,42
2445,0500000US47183,"Weakley County, Tennessee",37037,70.8,32902,412.9429825,14319,3788,626,12983,685,90.1,38.0,38.3,20.7,21.6,50.4,130
2446,0500000US47185,"White County, Tennessee",34901,68.2,27351,1109.5,10438,561,680,9518,633,88.6,39.8,41.5,24.0,12.3,79.1,72
2447,0500000US47187,"Williamson County, Tennessee",96565,69.7,247726,743.0334694000002,114816,5850,1500,103306,2833,95.5,39.0,42.8,27.9,59.8,75.5,19
2448,0500000US47189,"Wilson County, Tennessee",61070,69.7,147737,616.9396985000002,68351,3570,1065,62532,2290,93.7,40.0,41.9,30.8,32.4,74.1,129
2449,0500000US48001,"Anderson County, Texas",41327,77.0,57922,385.4689984,19213,634,770,17924,638,85.5,40.9,39.9,23.4,10.6,72.0,185
2450,0500000US48003,"Andrews County, Texas",70423,76.9,18610,3123.035714,8167,224,1028,7565,300,80.2,44.5,38.2,23.6,12.2,84.4,60
2451,0500000US48005,"Angelina County, Texas",44223,77.5,86395,238.0761062,36525,2055,827,33760,2347,81.2,40.8,40.0,20.6,16.9,76.7,49
2452,0500000US48007,"Aransas County, Texas",41690,82.1,23830,5.151750973,9814,319,1012,7934,639,80.0,36.9,41.7,20.8,21.9,80.5,98
2453,0500000US48009,"Archer County, Texas",60275,79.1,8560,1048.36019,4438,243,637,3958,114,87.1,40.5,44.1,18.9,23.9,77.2,100
2454,0500000US48011,"Armstrong County, Texas",59737,76.1,1848,2983.809524,888,44,963,764,9,92.7,39.7,43.1,26.4,22.8,69.0,60
2455,0500000US48013,"Atascosa County, Texas",52192,81.3,48981,403.9009288,19876,808,878,18711,1825,82.1,40.8,40.1,30.5,14.4,82.7,73
2456,0500000US48015,"Austin County, Texas",53687,79.4,30167,234.6032258,13498,648,851,12122,793,86.1,41.4,41.6,29.1,23.9,76.4,73
2457,0500000US48017,"Bailey County, Texas",37397,72.5,6904,3830.465116,3305,102,591,3002,71,78.8,38.9,38.6,16.7,17.2,89.2,177
2458,0500000US48019,"Bandera County, Texas",49863,78.3,20851,1531.410891,9475,367,897,8290,405,82.7,38.4,46.5,37.6,22.8,76.9,23
2459,0500000US48021,"Bastrop County, Texas",54821,80.5,97216,429.6203474,36296,1379,1056,34143,2001,83.7,39.7,42.2,34.0,20.7,81.1,73
2460,0500000US48023,"Baylor County, Texas",36373,79.8,3465,1226.0805369999996,1540,121,523,1345,38,85.4,42.7,42.2,8.7,22.8,67.6,87
2461,0500000US48025,"Bee County, Texas",42302,80.9,31047,231.6995074,10038,1161,868,8953,861,80.8,38.6,37.6,20.9,8.9,68.7,98
2462,0500000US48027,"Bell County, Texas",50550,79.5,370647,673.2213982999998,141131,10685,927,130967,10637,87.9,41.0,35.3,21.2,25.2,65.6,11
2463,0500000US48029,"Bexar County, Texas",51150,81.0,2009324,752.445045,907686,76010,1015,846002,45061,84.8,39.3,37.5,25.6,28.0,67.5,117
2464,0500000US48031,"Blanco County, Texas",55504,78.6,11374,1297.368182,5488,161,852,4665,280,83.4,40.8,45.6,27.7,26.5,77.0,100
2465,0500000US48035,"Bosque County, Texas",44674,79.3,18235,780.3870968,7711,229,795,6819,261,82.7,40.4,43.6,29.4,19.8,75.3,178
2466,0500000US48037,"Bowie County, Texas",42670,76.1,92893,322.3611111,37008,2049,761,34451,2045,86.2,40.2,39.6,18.9,20.6,71.3,185
2467,0500000US48039,"Brazoria County, Texas",69749,79.8,372031,26.75186368,169376,10240,1141,158696,7127,86.0,41.2,39.8,30.6,30.0,72.2,90
2468,0500000US48041,"Brazos County, Texas",39808,79.3,233849,300.6923077,106349,45870,948,100418,3875,87.7,36.8,30.4,17.3,41.7,34.2,165
2469,0500000US48043,"Brewster County, Texas",38395,77.8,9546,3653.609217,4495,350,703,4037,192,84.0,42.3,40.8,14.9,40.0,57.8,50
2470,0500000US48045,"Briscoe County, Texas",38603,77.0,1435,2566.77551,600,28,675,537,30,76.9,40.5,42.1,20.7,19.8,67.4,50
2471,0500000US48047,"Brooks County, Texas",22741,83.1,7076,152.2027335,2569,296,611,2362,327,77.5,38.8,33.6,16.7,15.7,73.3,52
2472,0500000US48049,"Brown County, Texas",41962,78.1,38095,1458.986957,16369,1298,765,14747,524,85.5,40.0,41.2,16.3,19.1,74.2,87
2473,0500000US48051,"Burleson County, Texas",51821,79.4,17642,305.8020134,7823,402,733,7055,312,84.8,41.2,43.6,28.4,17.3,78.2,73
2474,0500000US48053,"Burnet County, Texas",49732,78.9,49130,1049.7948720000004,21041,802,809,18566,829,84.7,38.2,41.2,26.5,25.4,80.5,23
2475,0500000US48055,"Caldwell County, Texas",47233,80.6,45883,478.72523960000007,18566,1130,920,16944,472,76.6,40.1,39.7,32.4,14.6,80.1,98
2476,0500000US48057,"Calhoun County, Texas",51078,81.2,20106,9.831210191,9625,370,743,8919,469,80.9,40.9,39.5,18.9,14.2,82.5,73
2477,0500000US48059,"Callahan County, Texas",40981,77.5,13708,1784.961039,5851,156,759,5225,182,82.1,41.2,42.6,27.8,21.0,84.2,163
2478,0500000US48061,"Cameron County, Texas",33266,83.8,421017,29.75303293,161127,13397,733,151540,8986,71.6,38.2,39.5,19.9,17.3,76.2,186
2479,0500000US48063,"Camp County, Texas",37851,76.6,12464,352.8724832,5306,272,722,4913,335,83.0,41.2,39.5,24.5,19.4,77.3,78
2480,0500000US48065,"Carson County, Texas",66023,75.1,5807,3342.303922,2932,91,831,2597,68,90.1,43.5,43.4,23.3,28.4,81.8,60
2481,0500000US48067,"Cass County, Texas",37352,76.3,28454,304.0635965,11412,520,601,10540,786,86.3,39.7,43.3,24.3,16.4,80.3,78
2482,0500000US48069,"Castro County, Texas",39459,72.6,7371,3790.448718,3466,101,627,2971,80,76.5,44.2,39.8,16.9,15.6,85.2,177
2483,0500000US48071,"Chambers County, Texas",70544,79.5,46571,21.86510264,18917,1437,918,17497,919,88.7,41.6,40.4,29.0,22.7,75.2,154
2484,0500000US48073,"Cherokee County, Texas",39595,76.6,50412,402.2119741,20251,1404,728,18534,1131,81.0,39.6,39.8,25.1,17.2,76.5,185
2485,0500000US48075,"Childress County, Texas",36633,79.4,6664,1810.11828,2853,42,745,2484,245,81.9,41.6,38.9,15.8,18.3,82.2,61
2486,0500000US48077,"Clay County, Texas",48297,78.2,10218,946.4631579,4419,274,737,3976,244,87.4,41.1,43.5,27.5,21.4,74.3,23
2487,0500000US48079,"Cochran County, Texas",39113,73.2,2547,3757.7,1208,42,536,1091,97,72.7,46.3,38.3,26.9,8.0,81.0,177
2488,0500000US48081,"Coke County, Texas",42467,77.3,3285,2013.593361,1448,7,619,1292,28,85.2,42.4,44.1,21.4,17.8,87.3,163
2489,0500000US48083,"Coleman County, Texas",35156,77.6,7684,1667.925339,3542,10,725,3146,124,76.8,40.3,44.5,24.8,15.8,79.4,61
2490,0500000US48085,"Collin County, Texas",84735,78.5,1064465,620.6330275,509180,35077,1389,472829,17351,89.6,40.1,41.5,28.9,52.3,70.9,79
2491,0500000US48087,"Collingsworth County, Texas",39743,78.2,2652,2028.481203,1311,29,611,1130,96,76.7,37.9,39.6,13.1,20.2,81.8,163
2492,0500000US48089,"Colorado County, Texas",46618,80.4,20557,236.5417957,9553,528,714,8501,230,85.0,41.3,42.6,23.9,21.0,78.1,98
2493,0500000US48091,"Comal County, Texas",65833,79.7,161501,890.3687151,66229,3080,1144,60329,2008,88.5,40.2,42.4,31.8,36.8,75.6,154
2494,0500000US48093,"Comanche County, Texas",37470,78.9,13594,1319.008086,5975,209,533,5209,181,85.9,41.3,41.7,24.6,20.3,83.0,87
2495,0500000US48095,"Concho County, Texas",48368,77.1,3303,1833.08589,905,7,721,800,1,87.3,42.4,45.3,23.5,13.0,86.7,196
2496,0500000US48097,"Cooke County, Texas",52406,78.3,41668,802.6052632,19303,1100,887,17158,855,85.6,41.0,41.8,25.0,20.9,73.5,23
2497,0500000US48099,"Coryell County, Texas",49340,79.1,83093,930.8222222,24032,1602,918,21887,1945,89.3,43.0,33.2,22.2,16.1,66.6,23
2498,0500000US48101,"Cottle County, Texas",34955,79.3,1380,1815.071429,670,3,340,589,39,88.1,38.7,43.4,15.4,16.8,81.8,61
2499,0500000US48103,"Crane County, Texas",58333,80.2,4675,2620.041322,2144,55,835,1945,30,84.9,41.7,37.9,29.2,14.7,84.5,105
2500,0500000US48105,"Crockett County, Texas",53678,78.8,3098,2326.328859,1738,81,554,1663,0,79.0,46.0,44.3,29.0,14.0,80.8,105
2501,0500000US48107,"Crosby County, Texas",37434,75.8,5133,2864.278689,2489,90,593,2258,129,78.4,38.0,41.2,22.7,13.2,85.0,50
2502,0500000US48109,"Culberson County, Texas",35000,74.9,2188,4348.479638000002,1006,9,581,830,98,76.4,41.7,43.5,12.4,10.2,88.8,175
2503,0500000US48111,"Dallam County, Texas",41345,71.6,7115,4183.183333,3700,65,770,3240,54,69.4,44.1,40.2,14.0,15.8,87.0,177
2504,0500000US48113,"Dallas County, Texas",50270,79.6,2613539,519.4696658,1305009,83188,1105,1216644,57433,79.0,40.1,38.2,27.7,31.5,71.9,120
2505,0500000US48115,"Dawson County, Texas",41095,76.6,12456,2948.287037,4489,309,645,3928,258,83.4,41.0,41.6,16.9,14.2,77.9,50
2506,0500000US48117,"Deaf Smith County, Texas",43373,72.6,18583,3930.36,8450,570,788,7718,241,80.3,42.9,38.2,14.9,12.0,75.9,177
2507,0500000US48119,"Delta County, Texas",42432,77.7,5230,460.1692308,2188,157,626,1923,64,88.7,40.0,43.1,33.1,25.1,74.3,7
2508,0500000US48121,"Denton County, Texas",75050,79.3,906422,617.477146,453391,39873,1218,422328,15783,88.8,40.0,39.8,29.0,45.1,64.9,79
2509,0500000US48125,"Dickens County, Texas",39700,77.5,1770,2211.636752,769,14,509,665,62,81.4,41.3,42.7,23.9,18.5,88.4,163
2510,0500000US48127,"Dimmit County, Texas",36825,82.5,8615,598.5119454,3330,244,724,2877,480,79.4,38.5,39.1,21.2,13.6,81.2,137
2511,0500000US48129,"Donley County, Texas",36681,77.2,3258,2654.903704,1496,300,664,1237,39,85.9,40.4,38.8,21.1,17.9,56.6,50
2512,0500000US48131,"Duval County, Texas",33939,81.7,9831,464.3291771,4314,149,605,3827,420,78.0,39.9,37.5,27.8,9.0,76.9,137
2513,0500000US48133,"Eastland County, Texas",34888,78.0,17725,1474.019293,7031,1002,565,6126,260,82.8,39.2,39.6,20.8,16.0,61.3,61
2514,0500000US48135,"Ector County, Texas",57150,78.3,165171,2965.126984,74960,4880,1059,69508,4153,79.0,43.0,36.5,23.7,15.4,75.7,105
2515,0500000US48137,"Edwards County, Texas",41813,78.3,1422,1959.207031,868,0,394,712,0,80.3,36.0,46.1,14.1,18.2,77.5,163
2516,0500000US48139,"Ellis County, Texas",62465,79.2,192455,538.1104061000002,85372,4742,1054,78216,2614,84.9,40.8,40.4,30.6,24.3,74.5,33
2517,0500000US48141,"El Paso County, Texas",41637,76.7,865657,3896.993784,352290,39565,838,330757,20891,79.7,39.1,37.6,23.7,23.3,66.1,109
2518,0500000US48143,"Erath County, Texas",41416,79.2,42545,1243.6691039999996,20076,6020,911,18212,598,83.2,37.2,32.7,18.7,31.5,46.9,87
2519,0500000US48145,"Falls County, Texas",36079,79.2,16968,417.1169231,5997,342,509,5480,310,82.8,39.8,37.9,27.7,12.4,78.6,137
2520,0500000US48147,"Fannin County, Texas",44071,77.9,35662,597.16,13998,881,788,12850,520,83.8,41.8,42.2,31.7,17.4,75.7,178
2521,0500000US48149,"Fayette County, Texas",47808,80.4,24435,352.5202429,11263,625,809,9796,317,89.0,40.1,44.1,23.6,19.7,79.6,98
2522,0500000US48151,"Fisher County, Texas",41406,78.5,3672,1946.375,1709,86,605,1502,71,87.4,40.4,41.8,20.0,18.6,72.6,163
2523,0500000US48153,"Floyd County, Texas",41026,74.9,5402,3115.686957,2499,62,724,2304,106,78.5,42.0,40.7,18.8,15.9,89.2,50
2524,0500000US48155,"Foard County, Texas",36477,79.8,1095,1475.552941,570,27,491,479,29,85.3,42.1,45.6,16.6,16.2,75.5,87
2525,0500000US48157,"Fort Bend County, Texas",89152,79.8,822779,87.01856436,367035,30748,1431,343162,17482,88.3,39.6,41.6,33.5,46.2,70.2,79
2526,0500000US48159,"Franklin County, Texas",41537,77.0,10359,423.7111111,4798,384,815,4252,253,85.9,42.1,43.1,27.6,26.6,71.8,185
2527,0500000US48161,"Freestone County, Texas",44301,78.0,19435,380.2610837,7036,212,725,6395,300,85.9,42.6,40.7,27.1,15.3,81.9,49
2528,0500000US48163,"Frio County, Texas",36404,81.6,18385,577.6666667000002,6634,285,818,5938,410,78.5,41.1,36.5,19.3,7.3,73.9,137
2529,0500000US48165,"Gaines County, Texas",57635,75.7,21598,3307.968085,8228,266,722,7519,436,66.3,43.3,38.2,21.1,11.4,85.0,142
2530,0500000US48167,"Galveston County, Texas",62313,80.5,350682,16.24440466,157014,11172,1078,144548,9005,86.1,40.5,40.5,28.0,31.1,68.4,179
2531,0500000US48169,"Garza County, Texas",48508,77.7,5816,2449.269006,1940,152,775,1822,51,85.1,40.3,42.0,21.5,13.9,69.3,105
2532,0500000US48171,"Gillespie County, Texas",54859,77.2,26725,1747.2296649999996,12087,274,948,10024,326,80.6,39.2,43.8,20.9,32.2,82.6,196
2533,0500000US48173,"Glasscock County, Texas",67303,77.9,1116,2607.456897,738,41,904,709,0,79.5,51.2,35.6,19.2,27.2,80.4,60
2534,0500000US48175,"Goliad County, Texas",51226,80.8,7012,165.9266055,3104,160,629,2830,162,90.3,39.9,43.9,32.0,17.3,75.9,73
2535,0500000US48177,"Gonzales County, Texas",42983,80.8,19653,321.7890625,8813,250,725,8087,221,81.4,43.2,39.6,24.8,13.1,86.1,98
2536,0500000US48179,"Gray County, Texas",43288,76.0,21227,3017.67027,9016,311,742,8232,497,80.7,41.8,38.0,18.9,13.9,78.9,50
2537,0500000US48181,"Grayson County, Texas",47952,78.2,135543,710.1672474,60989,4116,874,55221,2569,82.6,40.0,40.9,25.1,20.4,71.8,23
2538,0500000US48183,"Gregg County, Texas",47639,76.1,124239,340.1102941000001,55110,3957,855,50276,2395,81.5,39.6,38.3,20.2,21.3,72.3,49
2539,0500000US48185,"Grimes County, Texas",46195,79.0,29268,282.111465,10670,503,750,9581,485,86.0,40.9,40.9,28.5,15.7,79.2,98
2540,0500000US48187,"Guadalupe County, Texas",62420,80.9,172706,559.6522782000002,74834,4749,1140,69703,2325,88.3,40.8,40.7,27.3,28.2,72.5,33
2541,0500000US48189,"Hale County, Texas",43375,73.9,32522,3384.904762,14355,1016,647,13080,657,79.7,40.5,39.0,17.1,17.1,77.6,160
2542,0500000US48191,"Hall County, Texas",30950,78.7,2825,2072.235897,1239,33,543,1034,121,75.6,41.6,42.8,17.4,15.9,82.7,61
2543,0500000US48193,"Hamilton County, Texas",42432,79.3,8222,1187.620833,3409,131,678,3004,71,83.6,40.3,43.1,21.4,22.4,73.9,87
2544,0500000US48195,"Hansford County, Texas",44219,74.8,5285,3086.142857,2374,87,783,2177,103,76.9,43.9,42.0,18.1,15.1,82.4,160
2545,0500000US48197,"Hardeman County, Texas",37174,79.6,3549,1494.421875,1701,37,539,1400,127,86.1,42.1,38.3,15.1,13.7,82.3,87
2546,0500000US48199,"Hardin County, Texas",52614,77.6,56231,57.92937853,24076,1024,808,22349,765,85.8,40.3,41.0,28.8,16.8,77.2,128
2547,0500000US48201,"Harris County, Texas",54457,79.5,4731145,65.76906386,2248663,158716,1078,2108864,123316,79.8,40.3,38.5,29.5,31.5,70.1,12
2548,0500000US48203,"Harrison County, Texas",45974,76.4,68839,316.2724014,27934,1836,786,25644,1387,85.1,40.6,41.3,22.5,19.1,75.0,49
2549,0500000US48205,"Hartley County, Texas",63004,72.6,5382,3999.960784,2010,5,900,1765,8,84.3,45.9,37.7,13.5,17.8,86.4,142
2550,0500000US48207,"Haskell County, Texas",39850,78.6,5416,1535.25,2213,70,546,1882,258,79.2,41.5,42.5,17.3,11.9,77.4,87
2551,0500000US48209,"Hays County, Texas",58583,79.6,241067,849.2120536,109808,22066,1154,102891,4494,86.6,38.4,36.0,30.4,37.2,52.4,33
2552,0500000US48211,"Hemphill County, Texas",62813,75.9,3382,2439.606383,1842,108,823,1578,98,76.3,42.8,42.7,16.3,21.2,87.6,60
2553,0500000US48213,"Henderson County, Texas",41607,77.6,82150,407.3163752,32219,1614,785,28682,1507,82.1,40.1,42.1,32.1,17.3,76.6,7
2554,0500000US48215,"Hidalgo County, Texas",34782,84.2,870781,107.7058548,328097,34428,734,310405,22002,69.7,39.1,38.1,22.5,18.7,75.5,114
2555,0500000US48217,"Hill County, Texas",41382,79.0,35874,608.2967626,15427,842,767,13665,878,84.6,40.2,41.1,28.6,17.4,75.3,7
2556,0500000US48219,"Hockley County, Texas",50665,73.9,21537,3491.191176,10174,992,696,9220,686,82.4,41.2,37.3,21.8,15.8,70.0,160
2557,0500000US48221,"Hood County, Texas",56100,79.3,61598,814.5338346,24812,864,961,22027,716,85.1,41.3,43.3,33.6,26.4,75.9,100
2558,0500000US48223,"Hopkins County, Texas",44396,77.2,36787,480.1761518,16402,800,811,14471,666,81.5,41.9,40.0,23.6,20.1,78.7,49
2559,0500000US48225,"Houston County, Texas",32698,77.4,22066,303.3298368,8227,339,702,7452,152,85.1,41.2,41.9,27.6,15.2,76.2,148
2560,0500000US48227,"Howard County, Texas",49575,78.4,34860,2480.5,14303,557,868,13055,899,83.0,40.6,38.6,18.8,12.6,79.1,105
2561,0500000US48229,"Hudspeth County, Texas",26384,74.7,3202,4438.150623,1162,69,660,1067,82,73.5,42.2,40.4,29.7,10.7,92.5,175
2562,0500000US48231,"Hunt County, Texas",45197,77.7,99956,526.112628,41358,4395,899,37795,1938,83.7,39.5,39.8,31.3,19.9,68.3,49
2563,0500000US48233,"Hutchinson County, Texas",49353,76.1,20617,3036.270588,8780,525,758,7825,573,80.9,39.2,39.1,16.2,14.0,75.6,20
2564,0500000US48235,"Irion County, Texas",58500,77.2,1513,2375.901316,664,49,1031,585,34,85.3,46.5,44.6,22.6,15.0,80.4,105
2565,0500000US48237,"Jack County, Texas",50324,78.0,8472,1057.307443,3172,34,647,2761,130,82.0,44.4,42.2,30.8,13.5,84.5,23
2566,0500000US48239,"Jackson County, Texas",54926,80.7,14988,57.22748815,6602,385,826,6067,186,84.2,40.8,39.3,27.8,16.5,77.6,73
2567,0500000US48241,"Jasper County, Texas",40820,76.9,32980,154.3721973,13464,448,765,11879,985,82.5,40.4,42.1,31.5,12.9,81.7,185
2568,0500000US48243,"Jeff Davis County, Texas",50165,72.4,1996,5059.062687,763,49,672,645,30,83.1,39.9,45.6,20.0,30.5,69.8,125
