,county,median_income,temp,total_population,elev_in_ft
2319,"Hand County, South Dakota",47163,64.7,3145,1667.7969348659003
2320,"Hanson County, South Dakota",60741,66.6,3461,1323.4521739130437
2321,"Harding County, South Dakota",52396,64.4,1311,3106.824207492796
2322,"Hughes County, South Dakota",59177,65.5,17765,1603.2272727272727
2323,"Hutchinson County, South Dakota",45075,67.1,7427,1379.6779026217228
2324,"Hyde County, South Dakota",51776,64.1,1262,1851.5109489051088
2325,"Jackson County, South Dakota",45074,66.4,2806,2451.4150943396226
2326,"Jerauld County, South Dakota",53125,65.7,1663,1608.7368421052631
2327,"Jones County, South Dakota",35972,66.2,917,2052.071875
2328,"Kingsbury County, South Dakota",53828,64.0,5187,1691.4632352941176
2329,"Lake County, South Dakota",54535,64.4,11059,1692.278606965174
2330,"Lawrence County, South Dakota",45548,61.1,25768,5148.169491525424
2331,"Lincoln County, South Dakota",76094,65.4,65161,1373.7799227799228
2332,"Lyman County, South Dakota",43030,66.7,3718,1673.9003322259136
2333,"McCook County, South Dakota",56954,65.9,5682,1495.2281879194632
2334,"McPherson County, South Dakota",36375,62.8,2411,1813.274509803921
2335,"Marshall County, South Dakota",51788,62.4,4306,1593.4328358208954
2336,"Meade County, South Dakota",52473,65.7,29852,2802.8910162002944
2337,"Mellette County, South Dakota",30938,67.0,1918,2225.6202898550723
2338,"Miner County, South Dakota",44938,65.1,2298,1490.560975609756
2339,"Minnehaha County, South Dakota",53525,65.5,197214,1497.3248175182482
2340,"Moody County, South Dakota",52446,64.5,6336,1615.2481751824816
2341,"Pennington County, South Dakota",50890,64.4,109222,4272.975391498881
2342,"Perkins County, South Dakota",39773,64.5,2835,2594.1616541353383
2343,"Potter County, South Dakota",46081,63.5,2472,1907.4915254237287
2344,"Roberts County, South Dakota",48614,63.5,10280,1280.861176470588
2345,"Sanborn County, South Dakota",50541,65.6,2330,1297.315476190476
2346,"Spink County, South Dakota",48217,64.8,6361,1310.752688172043
2347,"Stanley County, South Dakota",56829,66.2,2980,1822.8390092879256
2348,"Sully County, South Dakota",60417,64.6,1446,1780.119496855346
2349,"Todd County, South Dakota",31128,66.5,9319,2662.525581395349
2350,"Tripp County, South Dakota",37153,67.4,5624,2027.511194029851
2351,"Turner County, South Dakota",53378,66.2,8673,1375.843220338983
2352,"Union County, South Dakota",64471,66.0,16811,1239.1764705882354
2353,"Walworth County, South Dakota",43221,63.5,5315,1830.531073446328
2354,"Yankton County, South Dakota",48176,66.6,23310,1304.8744939271255
2355,"Ziebach County, South Dakota",35119,66.1,2413,2201.3979591836733
2356,"Anderson County, Tennessee",42880,68.6,77123,1123.3512974051896
2357,"Bedford County, Tennessee",41984,70.0,50237,815.1112234580385
2358,"Benton County, Tennessee",33240,71.0,15864,430.8149350649351
2359,"Bledsoe County, Tennessee",37013,68.1,14913,1512.6660079051385
2360,"Blount County, Tennessee",48286,69.0,135280,1363.2791023842915
2361,"Bradley County, Tennessee",42114,70.5,108620,841.4749642346209
2362,"Campbell County, Tennessee",32028,66.5,39272,1413.6525773195876
2363,"Cannon County, Tennessee",41533,69.0,14506,918.0880952380952
2364,"Carroll County, Tennessee",35508,71.0,28440,474.621107266436
2365,"Carter County, Tennessee",33213,65.2,56356,2323.6013289036546
2366,"Cheatham County, Tennessee",51857,70.8,41072,539.4932249322493
2367,"Chester County, Tennessee",40167,71.6,17341,486.0330882352941
2368,"Claiborne County, Tennessee",34899,66.6,32043,1352.275641025641
2369,"Clay County, Tennessee",28804,68.7,7581,737.5189504373178
2370,"Cocke County, Tennessee",31187,68.5,35999,1643.408023483366
2371,"Coffee County, Tennessee",41590,68.3,57889,1043.87890625
2372,"Crockett County, Tennessee",35464,71.7,13911,352.90833333333336
2373,"Cumberland County, Tennessee",38576,66.0,61145,1735.42091152815
2374,"Davidson County, Tennessee",48368,70.7,715884,531.5551500405516
2375,"Decatur County, Tennessee",37263,71.9,11435,437.83701188455007
2376,"Dickson County, Tennessee",44680,69.9,54315,672.7556109725685
2377,"Dyer County, Tennessee",42468,72.0,36801,312.6834381551363
2378,"Fayette County, Tennessee",54890,72.4,41990,400.22390317700456
2379,"Fentress County, Tennessee",30259,66.3,18489,1343.7375478927204
2380,"Franklin County, Tennessee",42773,68.9,42774,1077.4454976303318
2381,"Gibson County, Tennessee",38457,71.2,50429,383.12382445141066
2382,"Giles County, Tennessee",41093,69.8,30346,763.8466321243524
2383,"Grainger County, Tennessee",35391,68.1,23527,1166.9028213166143
2384,"Greene County, Tennessee",35196,68.6,70152,1505.4995014955134
2385,"Grundy County, Tennessee",27373,66.6,13529,1558.1704035874438
2386,"Hamblen County, Tennessee",37617,68.8,64499,1256.7084148727984
2387,"Hamilton County, Tennessee",48248,70.5,366207,871.8979257641921
2388,"Hancock County, Tennessee",26898,67.3,6662,1358.7946859903382
2389,"Hardeman County, Tennessee",31801,71.8,25462,449.2429149797571
2390,"Hardin County, Tennessee",35290,72.6,26831,466.4942528735632
2391,"Hawkins County, Tennessee",36927,68.7,56721,1317.861524163569
2392,"Haywood County, Tennessee",34182,72.2,17864,347.141876430206
2393,"Henderson County, Tennessee",38745,71.4,27842,497.2272727272728
2394,"Henry County, Tennessee",38234,70.9,32199,463.3619246861925
2395,"Hickman County, Tennessee",36334,69.9,24925,601.8081936685288
2396,"Houston County, Tennessee",39401,70.4,8283,487.2776203966006
2397,"Humphreys County, Tennessee",41949,70.4,18990,482.0890269151139
2398,"Jackson County, Tennessee",31534,69.3,11617,672.179435483871
2399,"Jefferson County, Tennessee",42417,69.6,54683,1098.115805946792
2400,"Johnson County, Tennessee",30763,63.6,17948,2649.962481962482
2401,"Knox County, Tennessee",48701,69.9,478971,968.7502702702702
2402,"Lake County, Tennessee",30086,72.2,7005,282.37444933920705
2403,"Lauderdale County, Tennessee",30281,72.8,25143,316.5251256281407
2404,"Lawrence County, Tennessee",37814,70.2,44159,834.6036866359447
2405,"Lewis County, Tennessee",36621,70.3,12582,761.3661710037175
2406,"Lincoln County, Tennessee",40389,70.1,35319,798.515037593985
2407,"Loudon County, Tennessee",51107,70.2,54886,865.9344262295082
2408,"McMinn County, Tennessee",38535,70.1,53276,885.0452054794521
2409,"McNairy County, Tennessee",32557,72.0,25866,482.9749478079332
2410,"Macon County, Tennessee",33509,68.3,25216,831.2162790697674
2411,"Madison County, Tennessee",42544,71.6,98823,428.4433781190019
2412,"Marion County, Tennessee",41348,68.8,28837,986.4672036823936
2413,"Marshall County, Tennessee",42661,70.1,34318,802.8364249578415
2414,"Maury County, Tennessee",47692,69.9,100974,704.3790713790714
2415,"Meigs County, Tennessee",34424,70.1,12758,767.7396061269146
2416,"Monroe County, Tennessee",35291,68.8,46250,1362.0648464163824
2417,"Montgomery County, Tennessee",50344,70.8,220069,511.7485207100592
2418,"Moore County, Tennessee",49427,69.7,6461,912.7627118644068
2419,"Morgan County, Tennessee",39049,66.9,21035,1421.0574098798395
2420,"Obion County, Tennessee",40281,71.1,30787,347.0567226890756
2421,"Overton County, Tennessee",35287,68.0,22511,1174.5391791044776
2422,"Perry County, Tennessee",31425,71.3,8366,490.9166666666667
2423,"Pickett County, Tennessee",36773,67.8,5001,995.6735537190084
2424,"Polk County, Tennessee",38925,69.0,17544,1317.3395133256083
2425,"Putnam County, Tennessee",35343,68.3,79854,1113.8032069970843
2426,"Rhea County, Tennessee",36146,69.2,32870,964.016051364366
2427,"Roane County, Tennessee",40854,69.6,53404,843.518085106383
2428,"Robertson County, Tennessee",53151,70.0,72803,680.7675606641124
2429,"Rutherford County, Tennessee",56219,69.9,341486,662.1368715083798
2430,"Scott County, Tennessee",30246,66.1,21850,1405.5338541666667
2431,"Sequatchie County, Tennessee",45408,68.0,15826,1420.6857142857143
2432,"Sevier County, Tennessee",42258,67.2,98380,1811.7954022988504
2433,"Shelby County, Tennessee",46224,73.6,929744,288.7307570478302
2434,"Smith County, Tennessee",43914,69.6,19904,583.3269230769231
2435,"Stewart County, Tennessee",42023,70.7,13657,436.3227990970655
2436,"Sullivan County, Tennessee",40346,68.8,158163,1608.5797523670794
2437,"Sumner County, Tennessee",57382,69.3,196281,657.1363057324841
2438,"Tipton County, Tennessee",53669,73.1,60970,330.0040567951319
2439,"Trousdale County, Tennessee",41029,69.3,11615,541.2181818181818
2440,"Unicoi County, Tennessee",33210,64.8,17928,2398.162222222222
2441,"Union County, Tennessee",37351,67.9,19802,1165.8834586466166
2442,"Van Buren County, Tennessee",40439,67.5,6168,1367.0967741935483
2443,"Warren County, Tennessee",35376,68.4,40953,1022.9150326797386
2444,"Washington County, Tennessee",42817,68.8,133001,1656.261578044597
2445,"Wayne County, Tennessee",30701,71.6,16232,676.8510638297872
2446,"Weakley County, Tennessee",37037,70.8,32902,412.9429824561403
2447,"White County, Tennessee",34901,68.2,27351,1109.5
2448,"Williamson County, Tennessee",96565,69.7,247726,743.0334693877551
2449,"Wilson County, Tennessee",61070,69.7,147737,616.9396984924623
2450,"Anderson County, Texas",41327,77.0,57922,385.4689984101749
2451,"Andrews County, Texas",70423,76.9,18610,3123.035714285714
2452,"Angelina County, Texas",44223,77.5,86395,238.07610619469023
2453,"Aransas County, Texas",41690,82.1,23830,5.151750972762646
2454,"Archer County, Texas",60275,79.1,8560,1048.3601895734598
2455,"Armstrong County, Texas",59737,76.1,1848,2983.809523809524
2456,"Atascosa County, Texas",52192,81.3,48981,403.9009287925697
2457,"Austin County, Texas",53687,79.4,30167,234.6032258064516
2458,"Bailey County, Texas",37397,72.5,6904,3830.4651162790697
2459,"Bandera County, Texas",49863,78.3,20851,1531.4108910891089
2460,"Bastrop County, Texas",54821,80.5,97216,429.62034739454094
2461,"Baylor County, Texas",36373,79.8,3465,1226.0805369127518
2462,"Bee County, Texas",42302,80.9,31047,231.69950738916256
2463,"Bell County, Texas",50550,79.5,370647,673.2213983050848
2464,"Bexar County, Texas",51150,81.0,2009324,752.445045045045
2465,"Blanco County, Texas",55504,78.6,11374,1297.3681818181817
2466,"Borden County, Texas",73750,77.8,631,2458.340611353712
2467,"Bosque County, Texas",44674,79.3,18235,780.3870967741935
2468,"Bowie County, Texas",42670,76.1,92893,322.3611111111111
2469,"Brazoria County, Texas",69749,79.8,372031,26.751863684771035
2470,"Brazos County, Texas",39808,79.3,233849,300.6923076923077
2471,"Brewster County, Texas",38395,77.8,9546,3653.6092165898617
2472,"Briscoe County, Texas",38603,77.0,1435,2566.775510204081
2473,"Brooks County, Texas",22741,83.1,7076,152.20273348519362
2474,"Brown County, Texas",41962,78.1,38095,1458.986956521739
2475,"Burleson County, Texas",51821,79.4,17642,305.8020134228188
2476,"Burnet County, Texas",49732,78.9,49130,1049.7948717948718
2477,"Caldwell County, Texas",47233,80.6,45883,478.7252396166134
2478,"Calhoun County, Texas",51078,81.2,20106,9.831210191082803
2479,"Callahan County, Texas",40981,77.5,13708,1784.9610389610389
2480,"Cameron County, Texas",33266,83.8,421017,29.753032928942808
2481,"Camp County, Texas",37851,76.6,12464,352.8724832214765
2482,"Carson County, Texas",66023,75.1,5807,3342.303921568628
2483,"Cass County, Texas",37352,76.3,28454,304.06359649122805
2484,"Castro County, Texas",39459,72.6,7371,3790.448717948718
2485,"Chambers County, Texas",70544,79.5,46571,21.865102639296182
2486,"Cherokee County, Texas",39595,76.6,50412,402.2119741100324
2487,"Childress County, Texas",36633,79.4,6664,1810.1182795698924
2488,"Clay County, Texas",48297,78.2,10218,946.4631578947368
2489,"Cochran County, Texas",39113,73.2,2547,3757.7
2490,"Coke County, Texas",42467,77.3,3285,2013.5933609958504
2491,"Coleman County, Texas",35156,77.6,7684,1667.9253393665158
2492,"Collin County, Texas",84735,78.5,1064465,620.6330275229358
2493,"Collingsworth County, Texas",39743,78.2,2652,2028.4812030075188
2494,"Colorado County, Texas",46618,80.4,20557,236.54179566563468
2495,"Comal County, Texas",65833,79.7,161501,890.3687150837989
2496,"Comanche County, Texas",37470,78.9,13594,1319.0080862533694
2497,"Concho County, Texas",48368,77.1,3303,1833.085889570552
2498,"Cooke County, Texas",52406,78.3,41668,802.6052631578947
2499,"Coryell County, Texas",49340,79.1,83093,930.8222222222222
2500,"Cottle County, Texas",34955,79.3,1380,1815.071428571429
2501,"Crane County, Texas",58333,80.2,4675,2620.041322314049
2502,"Crockett County, Texas",53678,78.8,3098,2326.3288590604025
2503,"Crosby County, Texas",37434,75.8,5133,2864.27868852459
2504,"Culberson County, Texas",35000,74.9,2188,4348.47963800905
2505,"Dallam County, Texas",41345,71.6,7115,4183.183333333333
2506,"Dallas County, Texas",50270,79.6,2613539,519.4696658097687
2507,"Dawson County, Texas",41095,76.6,12456,2948.287037037037
2508,"Deaf Smith County, Texas",43373,72.6,18583,3930.36
2509,"Delta County, Texas",42432,77.7,5230,460.1692307692308
2510,"Denton County, Texas",75050,79.3,906422,617.4771460423634
2511,"Dickens County, Texas",39700,77.5,1770,2211.636752136752
2512,"Dimmit County, Texas",36825,82.5,8615,598.5119453924915
2513,"Donley County, Texas",36681,77.2,3258,2654.903703703704
2514,"Duval County, Texas",33939,81.7,9831,464.3291770573566
2515,"Eastland County, Texas",34888,78.0,17725,1474.0192926045015
2516,"Ector County, Texas",57150,78.3,165171,2965.126984126984
2517,"Edwards County, Texas",41813,78.3,1422,1959.20703125
2518,"Ellis County, Texas",62465,79.2,192455,538.1104060913706
2519,"El Paso County, Texas",41637,76.7,865657,3896.993783993784
2520,"Erath County, Texas",41416,79.2,42545,1243.6691042047532
2521,"Falls County, Texas",36079,79.2,16968,417.1169230769231
2522,"Fannin County, Texas",44071,77.9,35662,597.16
2523,"Fayette County, Texas",47808,80.4,24435,352.52024291497975
2524,"Fisher County, Texas",41406,78.5,3672,1946.375
2525,"Floyd County, Texas",41026,74.9,5402,3115.686956521739
2526,"Foard County, Texas",36477,79.8,1095,1475.5529411764703
2527,"Fort Bend County, Texas",89152,79.8,822779,87.01856435643565
2528,"Franklin County, Texas",41537,77.0,10359,423.7111111111111
2529,"Freestone County, Texas",44301,78.0,19435,380.2610837438424
2530,"Frio County, Texas",36404,81.6,18385,577.6666666666666
2531,"Gaines County, Texas",57635,75.7,21598,3307.968085106383
2532,"Galveston County, Texas",62313,80.5,350682,16.24440465532677
2533,"Garza County, Texas",48508,77.7,5816,2449.2690058479534
2534,"Gillespie County, Texas",54859,77.2,26725,1747.2296650717703
2535,"Glasscock County, Texas",67303,77.9,1116,2607.456896551724
2536,"Goliad County, Texas",51226,80.8,7012,165.92660550458714
2537,"Gonzales County, Texas",42983,80.8,19653,321.7890625
2538,"Gray County, Texas",43288,76.0,21227,3017.67027027027
2539,"Grayson County, Texas",47952,78.2,135543,710.1672473867595
2540,"Gregg County, Texas",47639,76.1,124239,340.1102941176471
2541,"Grimes County, Texas",46195,79.0,29268,282.11146496815286
2542,"Guadalupe County, Texas",62420,80.9,172706,559.652278177458
2543,"Hale County, Texas",43375,73.9,32522,3384.904761904762
2544,"Hall County, Texas",30950,78.7,2825,2072.2358974358976
2545,"Hamilton County, Texas",42432,79.3,8222,1187.6208333333334
2546,"Hansford County, Texas",44219,74.8,5285,3086.1428571428573
2547,"Hardeman County, Texas",37174,79.6,3549,1494.421875
2548,"Hardin County, Texas",52614,77.6,56231,57.929378531073446
2549,"Harris County, Texas",54457,79.5,4731145,65.76906385616863
2550,"Harrison County, Texas",45974,76.4,68839,316.2724014336917
2551,"Hartley County, Texas",63004,72.6,5382,3999.9607843137255
2552,"Haskell County, Texas",39850,78.6,5416,1535.25
2553,"Hays County, Texas",58583,79.6,241067,849.2120535714286
2554,"Hemphill County, Texas",62813,75.9,3382,2439.606382978724
2555,"Henderson County, Texas",41607,77.6,82150,407.31637519872817
2556,"Hidalgo County, Texas",34782,84.2,870781,107.70585480093676
2557,"Hill County, Texas",41382,79.0,35874,608.2967625899281
2558,"Hockley County, Texas",50665,73.9,21537,3491.1911764705883
2559,"Hood County, Texas",56100,79.3,61598,814.5338345864661
2560,"Hopkins County, Texas",44396,77.2,36787,480.1761517615176
2561,"Houston County, Texas",32698,77.4,22066,303.32983682983684
2562,"Howard County, Texas",49575,78.4,34860,2480.5
2563,"Hudspeth County, Texas",26384,74.7,3202,4438.1506228765575
2564,"Hunt County, Texas",45197,77.7,99956,526.1126279863481
2565,"Hutchinson County, Texas",49353,76.1,20617,3036.2705882352943
2566,"Irion County, Texas",58500,77.2,1513,2375.9013157894738
2567,"Jack County, Texas",50324,78.0,8472,1057.3074433656957
2568,"Jackson County, Texas",54926,80.7,14988,57.22748815165877
2569,"Jasper County, Texas",40820,76.9,32980,154.37219730941703
2570,"Jeff Davis County, Texas",50165,72.4,1996,5059.062686567164
2571,"Jefferson County, Texas",43540,78.8,256526,17.13936170212766
2572,"Jim Hogg County, Texas",35521,83.1,4838,514.814323607427
2573,"Jim Wells County, Texas",42986,82.0,38891,205.3133971291866
2574,"Johnson County, Texas",58135,79.1,179927,769.3668903803132
2575,"Jones County, Texas",43897,78.4,19663,1660.895652173913
2576,"Karnes County, Texas",45502,80.5,14710,341.9186991869919
2577,"Kaufman County, Texas",60391,78.6,145310,431.34363636363634
2578,"Kendall County, Texas",73240,77.9,44279,1448.594501718213
2579,"Kenedy County, Texas",36438,83.3,350,25.801470588235293
2580,"Kent County, Texas",47024,78.4,753,2075.992805755396
2581,"Kerr County, Texas",43810,76.9,52598,1848.1635220125784
2582,"Kimble County, Texas",40125,77.1,4286,1888.8494983277592
2583,"King County, Texas",63250,79.2,265,1807.8264840182649
2584,"Kinney County, Texas",38281,81.9,3129,1177.5377358490566
2585,"Kleberg County, Texas",38247,82.9,31040,50.704
2586,"Knox County, Texas",40493,79.5,3353,1446.6369047619048
2587,"Lamar County, Texas",40748,77.8,50088,508.9674796747967
2588,"Lamb County, Texas",39851,73.2,13045,3618.619047619048
2589,"Lampasas County, Texas",49630,78.7,21627,1165.1358490566038
2590,"La Salle County, Texas",37292,82.2,6664,394.0191693290735
2591,"Lavaca County, Texas",48677,81.0,20337,249.956043956044
2592,"Lee County, Texas",53902,79.7,17478,402.9933554817276
2593,"Leon County, Texas",49802,77.8,15719,357.31163708086785
2594,"Liberty County, Texas",48729,78.6,91628,70.61608497723824
2595,"Limestone County, Texas",37554,78.5,22146,474.8075221238938
2596,"Lipscomb County, Texas",63125,75.3,3059,2554.657142857143
2597,"Live Oak County, Texas",50400,81.1,11335,219.5871212121212
2598,"Llano County, Texas",48259,79.0,21243,1156.8527918781726
2599,"Lubbock County, Texas",46075,75.0,310639,3210.032608695652
2600,"Lynn County, Texas",39526,76.0,5596,3093.7526881720432
2601,"McCulloch County, Texas",40561,77.7,7630,1652.5156794425086
2602,"McLennan County, Texas",42687,79.2,260579,521.9366197183099
2603,"McMullen County, Texas",46250,81.4,600,305.3672316384181
2604,"Madison County, Texas",39390,78.4,13455,261.0095238095238
2605,"Marion County, Texas",34175,76.4,9725,243.68
2606,"Martin County, Texas",55682,77.8,5237,2780.8951612903224
2607,"Mason County, Texas",37654,78.1,3953,1551.2706422018348
2608,"Matagorda County, Texas",40797,80.1,36255,21.07880434782609
2609,"Maverick County, Texas",33747,82.9,57887,779.7531486146096
2610,"Medina County, Texas",57338,80.8,50748,927.0462724935732
2611,"Menard County, Texas",34464,76.5,1962,1970.326923076923
2612,"Midland County, Texas",68806,78.5,169983,2799.38283062645
2613,"Milam County, Texas",38929,79.6,24754,410.4231433506045
2614,"Mills County, Texas",43920,78.7,4456,1391.6587837837835
2615,"Mitchell County, Texas",49870,78.8,8990,2132.6606498194947
2616,"Montague County, Texas",46172,77.8,19965,984.5689045936396
2617,"Montgomery County, Texas",68838,78.9,620443,182.39766702014848
2618,"Moore County, Texas",49802,74.6,21358,3458.020833333333
2619,"Morris County, Texas",39453,76.5,11973,347.2670807453416
2620,"Motley County, Texas",31683,77.9,1063,2273.8166666666666
2621,"Nacogdoches County, Texas",39538,77.0,64653,329.402697495183
2622,"Navarro County, Texas",41505,78.8,52624,409.1015384615384
2623,"Newton County, Texas",38144,76.9,12217,149.74404761904762
2624,"Nolan County, Texas",37102,77.1,14738,2243.1674008810573
2625,"Nueces County, Texas",50337,82.6,353178,33.88191489361702
2626,"Ochiltree County, Texas",51517,75.2,10015,2902.735294117647
2627,"Oldham County, Texas",50893,73.7,1758,3601.501187648456
2628,"Orange County, Texas",49763,78.0,84808,12.002958579881655
2629,"Palo Pinto County, Texas",39516,78.6,28409,971.9704641350212
2630,"Panola County, Texas",50119,77.0,22491,282.4729411764706
2631,"Parker County, Texas",67288,78.4,148222,947.6970149253732
2632,"Parmer County, Texas",45326,72.4,9869,4060.3406593406594
2633,"Pecos County, Texas",50305,78.2,15193,3095.71102661597
2634,"Polk County, Texas",39662,77.8,50123,206.7930174563591
2635,"Potter County, Texas",38159,74.9,118525,3514.887912087912
2636,"Presidio County, Texas",32132,76.4,6131,3928.5763747454175
2637,"Rains County, Texas",48448,77.4,12164,440.9509202453988
2638,"Randall County, Texas",60972,74.1,140753,3485.6338582677167
2639,"Reagan County, Texas",52181,77.8,3385,2599.5102040816328
2640,"Real County, Texas",36523,77.7,2758,1824.210332103321
2641,"Red River County, Texas",31563,76.8,11587,392.2943820224719
2642,"Reeves County, Texas",43540,78.2,14748,3070.8683035714284
2643,"Refugio County, Texas",44240,81.5,6741,33.17156862745098
2644,"Roberts County, Texas",63889,76.2,827,2702.7901234567903
2645,"Robertson County, Texas",46501,78.8,16757,355.1363636363636
2646,"Rockwall County, Texas",87524,78.6,107819,525.6337209302326
2647,"Runnels County, Texas",41526,77.1,9900,1772.128888888889
2648,"Rusk County, Texas",46173,76.4,52214,405.9884105960265
2649,"Sabine County, Texas",31307,76.9,9894,250.09214092140925
2650,"San Augustine County, Texas",28275,77.1,7918,265.42329545454544
2651,"San Jacinto County, Texas",43029,78.6,27402,221.39446366782008
2652,"San Patricio County, Texas",52261,81.9,68755,52.38987341772152
2653,"San Saba County, Texas",39040,78.5,5730,1379.0510204081634
2654,"Schleicher County, Texas",55543,76.4,2451,2298.726618705036
2655,"Scurry County, Texas",56842,78.5,16932,2316.299319727891
2656,"Shackelford County, Texas",48750,78.6,3105,1400.582191780822
2657,"Shelby County, Texas",37756,77.0,24022,291.9009661835749
2658,"Sherman County, Texas",51987,73.6,2782,3479.7735849056603
2659,"Smith County, Texas",46929,76.6,233479,462.0952380952381
2660,"Somervell County, Texas",51912,79.6,9205,747.3523809523809
2661,"Starr County, Texas",26172,84.8,65920,256.7951807228916
2662,"Stephens County, Texas",43951,78.6,9101,1224.0549019607845
2663,"Sterling County, Texas",53456,77.5,1372,2339.828125
2664,"Stonewall County, Texas",42155,78.8,1245,1723.0164835164835
2665,"Sutton County, Texas",51667,77.3,3372,2170.472727272728
2666,"Swisher County, Texas",37040,74.1,6971,3475.8735632183907
2667,"Tarrant County, Texas",58711,79.4,2110640,633.8021730985388
2668,"Taylor County, Texas",45396,77.2,143208,1859.4203152364275
2669,"Terrell County, Texas",31111,80.8,760,2130.9756097560976
2670,"Terry County, Texas",37475,75.2,11831,3306.1604938271603
2671,"Throckmorton County, Texas",41042,79.0,1440,1313.3841463414635
2672,"Titus County, Texas",44178,76.7,31247,363.8775510204082
2673,"Tom Green County, Texas",46711,77.1,120003,1918.034155597723
2674,"Travis County, Texas",61451,80.3,1290188,655.0326340326341
2675,"Trinity County, Texas",34295,78.0,13602,241.02734375
2676,"Tyler County, Texas",41360,76.8,19798,199.41052631578947
2677,"Upshur County, Texas",46673,76.3,40892,366.8033573141487
2678,"Upton County, Texas",46131,79.1,3308,2710.340740740741
2679,"Uvalde County, Texas",38568,80.7,24564,1126.5841784989857
2680,"Val Verde County, Texas",42174,81.8,47586,1518.6750392464678
2681,"Van Zandt County, Texas",44002,77.5,59541,463.35952848722985
2682,"Victoria County, Texas",51758,81.0,91319,82.26588235294118
2683,"Walker County, Texas",37666,79.0,76400,285.1956087824351
2684,"Waller County, Texas",51348,79.2,56794,200.75229357798165
2685,"Ward County, Texas",51345,80.0,11644,2609.735
2686,"Washington County, Texas",51269,79.0,35805,306.9848484848485
2687,"Webb County, Texas",38862,83.3,267114,546.8968957871397
2688,"Wharton County, Texas",45176,80.2,41570,98.0912052117264
2689,"Wheeler County, Texas",52221,76.8,4990,2462.558823529412
2690,"Wichita County, Texas",45543,78.9,129350,1011.0775347912524
2691,"Wilbarger County, Texas",41630,79.6,12887,1206.1121951219511
2692,"Willacy County, Texas",26495,83.6,20164,24.24180327868853
2693,"Williamson County, Texas",73750,79.8,609017,751.015873015873
2694,"Wilson County, Texas",68100,81.1,49753,437.0232558139535
2695,"Winkler County, Texas",55756,78.8,7791,2880.5739644970413
2696,"Wise County, Texas",56897,78.4,68632,858.6540755467197
2697,"Wood County, Texas",45686,76.9,44843,408.8236434108527
2698,"Yoakum County, Texas",56153,74.4,7694,3655.3766233766232
2699,"Young County, Texas",44693,78.7,17867,1120.7084870848707
2700,"Zapata County, Texas",32162,84.9,13889,376.5722891566265
2701,"Zavala County, Texas",26672,82.1,9670,674.3727810650887
2702,"Beaver County, Utah",50282,64.6,7072,6856.767749699157
2703,"Box Elder County, Utah",55038,63.8,57666,5206.244294167371
2704,"Cache County, Utah",50497,58.8,133154,5771.181341719078
2705,"Carbon County, Utah",46900,60.8,20412,6803.16724137931
2706,"Daggett County, Utah",56750,56.4,935,6973.587012987013
2707,"Davis County, Utah",71112,65.3,362679,4592.921951219512
2708,"Duchesne County, Utah",61133,57.3,19596,8107.581566068516
2709,"Emery County, Utah",49787,66.6,9825,6104.789245446661
2710,"Garfield County, Utah",42614,64.0,5083,7269.306073361395
2711,"Grand County, Utah",41312,67.4,9669,5588.17593528817
2712,"Iron County, Utah",43855,64.2,57289,6961.892678034103
2713,"Juab County, Utah",54761,66.1,11786,6055.580760095012
2714,"Kane County, Utah",50194,68.5,7667,5858.347598253276
2715,"Millard County, Utah",51593,66.5,12975,5751.402777777777
2716,"Morgan County, Utah",74314,59.4,12295,6055.174603174603
2717,"Piute County, Utah",35980,58.3,1438,7829.787878787879
2718,"Rich County, Utah",50781,55.8,2510,6860.386946386946
2719,"Salt Lake County, Utah",62117,65.1,1185238,4829.011466011466
2720,"San Juan County, Utah",41484,68.5,14518,5782.288653733098
2721,"Sanpete County, Utah",50323,59.5,28437,7362.362068965517
2722,"Sevier County, Utah",46291,60.1,21522,7380.490296220633
2723,"Summit County, Utah",91773,53.5,42357,8094.711618257262
2724,"Tooele County, Utah",63552,66.8,72698,5621.752596789424
2725,"Uintah County, Utah",66815,62.8,35620,6568.933829611249
2726,"Utah County, Utah",62180,62.6,659399,5895.844965675057
2727,"Wasatch County, Utah",66486,56.1,34788,7473.837632776935
2728,"Washington County, Utah",50774,71.5,180279,5084.003720238095
2729,"Wayne County, Utah",40645,66.7,2486,6879.359273670558
2730,"Weber County, Utah",56581,61.9,262223,4790.619515885022
2731,"Addison County, Vermont",59688,61.2,37363,737.0077433628319
2732,"Bennington County, Vermont",49573,59.4,37347,1338.1088270858525
2733,"Caledonia County, Vermont",45323,58.2,30233,1178.8291721419184
2734,"Chittenden County, Vermont",65350,62.4,168323,473.1289592760181
2735,"Essex County, Vermont",36599,57.2,5920,1396.5637450199204
2736,"Franklin County, Vermont",58199,61.8,49946,488.8261562998405
2737,"Grand Isle County, Vermont",62608,63.6,7293,122.11020408163266
2738,"Lamoille County, Vermont",50939,59.5,25945,1097.75
2739,"Orange County, Vermont",53869,59.8,29277,1074.7040302267003
2740,"Orleans County, Vermont",42831,58.6,27393,1207.8225563909775
2741,"Rutland County, Vermont",49372,59.4,60572,1038.639020537125
2742,"Washington County, Vermont",58788,59.7,59807,1092.5347467608951
2743,"Windham County, Vermont",51045,60.4,45905,1034.108695652174
2744,"Windsor County, Vermont",52965,59.7,57753,1024.7765451664025
2745,"Accomack County, Virginia",39412,72.4,33413,9.35266604303087
